Customer ID,First Name,Last Name,Phone Number,Email,Age,Gender,Marital Status,Income,CIBIL Score,Account Number,Employment Status,Number of Dependents
CUST10220,Rajesh,Babu,9517850229,rajeshbabu81@gmail.com,51,Female,Single,"13,76,000",730,546668545553,Retired,1
CUST10221,Kiran,Rao,8970018883,kiranrao94@gmail.com,31,Female,Single,"16,64,000",701,977169567410,Student,2
CUST10222,Rajesh,Kumar,8197741355,rajeshkumar17@gmail.com,44,Female,Married,"30,86,000",809,545940631689,Employed,4
CUST10223,Sita,Reddy,7109764393,sitareddy96@gmail.com,52,Male,Single,"12,37,000",624,105283665317,Unemployed,3
CUST10224,Teja,Rao,9797652666,tejarao99@gmail.com,36,Male,Married,"7,07,000",765,696985910509,Student,0
CUST10225,Lakshmi,Patel,9213723153,lakshmipatel72@gmail.com,49,Male,Married,"27,03,000",650,251281913404,Student,0
CUST10226,Venkatesh,Sharma,9060286281,venkateshsharma86@gmail.com,23,Male,Married,"14,95,000",700,621857547558,Self-Employed,0
CUST10227,Divya,Babu,9584457751,divyababu63@gmail.com,58,Female,Single,"13,67,000",412,457846502300,Retired,1
CUST10228,Rajesh,Naidu,8687136373,rajeshnaidu66@gmail.com,32,Female,Single,"14,45,000",595,694957388223,Student,3
CUST10229,Rajesh,Yadav,9994596971,rajeshyadav42@gmail.com,50,Male,Single,"16,17,000",541,723953289496,Student,4
CUST10230,Ravi,Naidu,7832983014,ravinaidu68@gmail.com,49,Male,Single,"12,75,000",836,248086543959,Employed,0
CUST10231,Venkatesh,Patel,8776920060,venkateshpatel81@gmail.com,53,Male,Married,"23,76,000",691,660860683329,Retired,0
CUST10232,Anusha,Rao,9568260222,anusharao96@gmail.com,59,Male,Single,"19,28,000",722,434477577582,Self-Employed,2
CUST10233,Mounika,Rao,6634062301,mounikarao77@gmail.com,44,Male,Single,"8,97,000",829,699032278672,Student,1
CUST10234,Sita,Yadav,7614100843,sitayadav11@gmail.com,52,Female,Married,"12,86,000",419,305200292401,Retired,1
CUST10235,Anusha,Sharma,7532560370,anushasharma93@gmail.com,56,Female,Married,"10,10,000",663,215236886125,Retired,2
CUST10236,Divya,Dasari,9385885508,divyadasari66@gmail.com,35,Female,Married,"12,87,000",745,773629710114,Retired,3
CUST10237,Kiran,Reddy,6299762121,kiranreddy39@gmail.com,23,Male,Married,"3,20,000",370,162148904412,Student,1
CUST10238,Teja,Reddy,8656675413,tejareddy59@gmail.com,41,Female,Married,"24,89,000",682,638143729048,Unemployed,1
CUST10239,Anusha,Goud,7666996546,anushagoud61@gmail.com,30,Female,Single,"12,39,000",646,585207567212,Unemployed,0
CUST10240,Mounika,Sharma,8953022750,mounikasharma71@gmail.com,38,Male,Married,"11,17,000",716,154780560415,Unemployed,2
CUST10241,Lakshmi,Kumar,6722532318,lakshmikumar81@gmail.com,31,Male,Single,"27,85,000",609,571168417383,Unemployed,2
CUST10242,Mounika,Dasari,9162058340,mounikadasari41@gmail.com,45,Female,Married,"13,25,000",685,130197870305,Retired,3
CUST10243,Sita,Rao,7967228595,sitarao30@gmail.com,36,Male,Married,"7,60,000",477,909865189042,Employed,4
CUST10244,Teja,Sharma,7207759605,tejasharma15@gmail.com,32,Male,Married,"16,13,000",736,465915830137,Retired,4
CUST10245,Lakshmi,Dasari,6767999774,lakshmidasari17@gmail.com,57,Male,Married,"26,64,000",831,660308706662,Employed,3
CUST10246,Sita,Sharma,8757578768,sitasharma13@gmail.com,45,Male,Single,"30,31,000",670,442932020495,Unemployed,4
CUST10247,Sita,Sharma,8114906442,sitasharma61@gmail.com,47,Female,Married,"18,19,000",705,973476887362,Retired,0
CUST10248,Mounika,Sharma,7999037618,mounikasharma51@gmail.com,53,Male,Married,"13,90,000",673,500544131984,Unemployed,2
CUST10249,Anusha,Goud,8258456464,anushagoud1@gmail.com,60,Female,Married,"11,45,000",800,947586098569,Self-Employed,0
CUST10250,Teja,Naidu,6060456087,tejanaidu62@gmail.com,47,Female,Married,"13,25,000",797,301839359759,Self-Employed,3
CUST10251,Mounika,Reddy,7038679975,mounikareddy57@gmail.com,37,Male,Married,"23,23,000",373,373952270203,Employed,2
CUST10252,Divya,Rao,8868194550,divyarao63@gmail.com,56,Female,Married,"30,68,000",673,494879642092,Unemployed,2
CUST10253,Anusha,Goud,6079680337,anushagoud49@gmail.com,48,Female,Single,"3,70,000",851,404435635427,Self-Employed,2
CUST10254,Kiran,Yadav,7556481687,kiranyadav61@gmail.com,28,Female,Single,"18,04,000",831,842958138545,Self-Employed,0
CUST10255,Rajesh,Patel,7985328787,rajeshpatel83@gmail.com,53,Male,Married,"27,88,000",516,933869501221,Self-Employed,4
CUST10256,Anusha,Goud,7817758878,anushagoud41@gmail.com,57,Male,Married,"28,49,000",803,496502311653,Employed,2
CUST10257,Sita,Sharma,8839381476,sitasharma79@gmail.com,31,Male,Married,"4,38,000",886,265625811298,Unemployed,0
CUST10258,Lakshmi,Reddy,7364236591,lakshmireddy31@gmail.com,45,Female,Married,"19,71,000",789,319681057059,Self-Employed,1
CUST10259,Teja,Rao,9207578701,tejarao29@gmail.com,30,Male,Married,"8,40,000",869,938573173855,Self-Employed,0
CUST10260,Anusha,Reddy,8752073286,anushareddy7@gmail.com,32,Female,Single,"30,76,000",645,140841111763,Unemployed,3
CUST10261,Divya,Sharma,7179899503,divyasharma58@gmail.com,47,Male,Married,"10,39,000",692,661987557509,Unemployed,4
CUST10262,Anusha,Kumar,8977583838,anushakumar61@gmail.com,37,Male,Married,"26,75,000",477,337511906793,Unemployed,0
CUST10263,Anusha,Rao,7586760912,anusharao30@gmail.com,57,Male,Single,"14,37,000",874,363968603602,Employed,4
CUST10264,Rajesh,Patel,7902208056,rajeshpatel14@gmail.com,38,Female,Married,"13,92,000",665,327121909086,Student,3
CUST10265,Venkatesh,Sharma,7652376028,venkateshsharma16@gmail.com,59,Male,Single,"30,27,000",652,873792494190,Student,4
CUST10266,Sita,Yadav,6176994635,sitayadav42@gmail.com,57,Male,Married,"8,59,000",772,589692988512,Self-Employed,4
CUST10267,Rajesh,Goud,6142240281,rajeshgoud87@gmail.com,54,Female,Married,"28,42,000",740,471702035028,Student,1
CUST10268,Teja,Rao,8900160557,tejarao98@gmail.com,45,Female,Single,"23,41,000",627,373076946311,Unemployed,2
CUST10269,Venkatesh,Reddy,9012377415,venkateshreddy26@gmail.com,24,Male,Single,"12,33,000",766,565621711129,Self-Employed,1
CUST10270,Mounika,Yadav,9228477433,mounikayadav76@gmail.com,58,Male,Single,"26,48,000",599,580320870657,Student,4
CUST10271,Ravi,Kumar,9339568456,ravikumar64@gmail.com,60,Female,Married,"22,35,000",673,504709603365,Student,4
CUST10272,Teja,Naidu,6264796378,tejanaidu3@gmail.com,60,Male,Single,"14,17,000",628,630808088220,Unemployed,3
CUST10273,Sita,Rao,6327628012,sitarao19@gmail.com,32,Male,Single,"2,65,000",665,274021764077,Retired,0
CUST10274,Divya,Yadav,7985886873,divyayadav46@gmail.com,58,Male,Single,"22,67,000",470,766683196376,Student,0
CUST10275,Mounika,Naidu,6440407723,mounikanaidu27@gmail.com,26,Male,Single,"2,59,000",807,307857950854,Unemployed,1
CUST10276,Anusha,Sharma,7692665643,anushasharma18@gmail.com,52,Male,Single,"23,13,000",710,324302444445,Unemployed,3
CUST10277,Divya,Yadav,9338361033,divyayadav52@gmail.com,23,Male,Single,"21,85,000",562,137328805482,Self-Employed,1
CUST10278,Kiran,Yadav,9872209842,kiranyadav15@gmail.com,32,Female,Married,"15,11,000",566,952009139814,Unemployed,4
CUST10279,Venkatesh,Reddy,6036369580,venkateshreddy21@gmail.com,41,Male,Married,"8,76,000",685,435537828454,Unemployed,3
CUST10280,Kiran,Naidu,8240019412,kirannaidu44@gmail.com,49,Male,Single,"4,67,000",662,364034238534,Self-Employed,2
CUST10281,Sita,Kumar,7770188067,sitakumar99@gmail.com,38,Female,Married,"14,35,000",665,488920700772,Unemployed,4
CUST10282,Mounika,Yadav,9468240076,mounikayadav5@gmail.com,24,Male,Single,"20,76,000",712,401023382372,Student,1
CUST10283,Divya,Reddy,8357222987,divyareddy43@gmail.com,59,Female,Single,"23,83,000",459,718862292285,Student,1
CUST10284,Teja,Patel,7037567883,tejapatel61@gmail.com,42,Female,Single,"29,96,000",402,983376669590,Employed,1
CUST10285,Lakshmi,Rao,8798618389,lakshmirao53@gmail.com,44,Male,Married,"10,93,000",726,756737663168,Retired,2
CUST10286,Venkatesh,Sharma,6069963183,venkateshsharma38@gmail.com,54,Male,Married,"10,33,000",754,685813433077,Employed,1
CUST10287,Teja,Yadav,8260673620,tejayadav67@gmail.com,53,Male,Married,"6,26,000",725,876780858941,Retired,4
CUST10288,Rajesh,Rao,6512174070,rajeshrao20@gmail.com,56,Female,Married,"19,84,000",350,824303633965,Employed,3
CUST10289,Kiran,Naidu,7247109047,kirannaidu37@gmail.com,44,Male,Married,"8,69,000",896,389515659296,Employed,0
CUST10290,Mounika,Goud,6543259455,mounikagoud50@gmail.com,42,Female,Married,"28,45,000",559,684676685420,Self-Employed,3
CUST10291,Venkatesh,Naidu,8475704800,venkateshnaidu84@gmail.com,26,Female,Single,"5,27,000",529,550962154034,Employed,3
CUST10292,Rajesh,Sharma,9564764243,rajeshsharma92@gmail.com,22,Female,Single,"24,04,000",675,868145087861,Student,4
CUST10293,Lakshmi,Naidu,6195269106,lakshminaidu25@gmail.com,46,Male,Single,"22,01,000",820,797383168326,Employed,2
CUST10294,Kiran,Babu,6465239966,kiranbabu5@gmail.com,52,Male,Married,"20,39,000",837,720984250575,Employed,2
CUST10295,Kiran,Goud,8544514704,kirangoud49@gmail.com,23,Male,Single,"15,46,000",606,730676976884,Unemployed,2
CUST10296,Venkatesh,Sharma,6999352780,venkateshsharma97@gmail.com,36,Male,Single,"4,36,000",700,932778379474,Retired,0
CUST10297,Sita,Yadav,6451015379,sitayadav13@gmail.com,31,Male,Married,"14,05,000",650,722109112229,Student,0
CUST10298,Rajesh,Reddy,8206507625,rajeshreddy13@gmail.com,29,Male,Single,"22,84,000",701,774290678353,Unemployed,0
CUST10299,Kiran,Yadav,9592743988,kiranyadav91@gmail.com,27,Male,Married,"24,11,000",799,625229843694,Employed,0
CUST10300,Sita,Sharma,7533822692,sitasharma9@gmail.com,54,Male,Married,"2,66,000",848,940084190472,Self-Employed,3
CUST10301,Lakshmi,Sharma,6336175973,lakshmisharma92@gmail.com,45,Male,Single,"10,84,000",323,630226351818,Unemployed,3
CUST10302,Rajesh,Patel,7506888254,rajeshpatel41@gmail.com,43,Male,Married,"12,26,000",779,732970216766,Self-Employed,0
CUST10303,Venkatesh,Naidu,6088102110,venkateshnaidu41@gmail.com,38,Male,Married,"12,06,000",756,628800679394,Self-Employed,4
CUST10304,Teja,Sharma,7984934699,tejasharma25@gmail.com,22,Male,Married,"21,37,000",864,125223189696,Retired,2
CUST10305,Anusha,Naidu,7851712645,anushanaidu89@gmail.com,37,Male,Single,"29,57,000",850,969125939599,Self-Employed,3
CUST10306,Venkatesh,Patel,6082339004,venkateshpatel64@gmail.com,43,Male,Single,"8,24,000",730,235290459816,Self-Employed,3
CUST10307,Ravi,Reddy,8295055104,ravireddy27@gmail.com,45,Female,Married,"27,04,000",627,539814862752,Unemployed,3
CUST10308,Kiran,Dasari,6913036174,kirandasari37@gmail.com,48,Male,Single,"23,26,000",336,862561495521,Unemployed,2
CUST10309,Anusha,Rao,8719663385,anusharao11@gmail.com,37,Male,Married,"27,22,000",631,611194074298,Unemployed,4
CUST10310,Mounika,Patel,6232210270,mounikapatel23@gmail.com,55,Male,Single,"30,59,000",649,669381520973,Unemployed,4
CUST10311,Venkatesh,Yadav,9817734426,venkateshyadav45@gmail.com,31,Male,Married,"19,18,000",353,220473243292,Retired,3
CUST10312,Kiran,Babu,8141992597,kiranbabu28@gmail.com,32,Male,Married,"13,86,000",675,341212233168,Employed,0
CUST10313,Mounika,Reddy,6085074118,mounikareddy43@gmail.com,29,Female,Married,"17,27,000",683,219906557206,Unemployed,4
CUST10314,Mounika,Reddy,6407212285,mounikareddy23@gmail.com,55,Female,Married,"3,46,000",665,996443241303,Retired,4
CUST10315,Kiran,Naidu,6349107183,kirannaidu13@gmail.com,49,Female,Married,"2,95,000",416,678224216741,Unemployed,2
CUST10316,Rajesh,Naidu,8685966743,rajeshnaidu59@gmail.com,40,Female,Single,"21,40,000",493,338307212162,Employed,3
CUST10317,Teja,Yadav,8834901444,tejayadav100@gmail.com,42,Male,Married,"5,94,000",777,910111834219,Student,4
CUST10318,Anusha,Naidu,7999472718,anushanaidu3@gmail.com,34,Male,Single,"6,01,000",701,622121257328,Unemployed,3
CUST10319,Rajesh,Kumar,9240365864,rajeshkumar66@gmail.com,40,Female,Single,"28,12,000",632,469079007912,Unemployed,2
CUST10320,Rajesh,Naidu,7203064599,rajeshnaidu8@gmail.com,35,Female,Married,"20,17,000",800,418202695334,Unemployed,2
CUST10321,Teja,Rao,6118208734,tejarao72@gmail.com,24,Female,Married,"26,16,000",672,518034051981,Unemployed,0
CUST10322,Lakshmi,Kumar,6922860025,lakshmikumar63@gmail.com,59,Female,Married,"30,59,000",510,611091667078,Retired,4
CUST10323,Teja,Yadav,7269738045,tejayadav91@gmail.com,35,Male,Single,"10,26,000",482,770912242665,Self-Employed,0
CUST10324,Ravi,Patel,6674625824,ravipatel82@gmail.com,51,Male,Single,"10,34,000",719,527462933003,Unemployed,1
CUST10325,Lakshmi,Babu,8822928847,lakshmibabu33@gmail.com,57,Male,Single,"29,34,000",620,930245118705,Retired,4
CUST10326,Lakshmi,Sharma,6631393790,lakshmisharma50@gmail.com,60,Male,Married,"27,00,000",736,396788188195,Employed,3
CUST10327,Lakshmi,Yadav,6125020757,lakshmiyadav14@gmail.com,42,Female,Married,"23,07,000",383,276514854233,Retired,3
CUST10328,Sita,Goud,7692829046,sitagoud78@gmail.com,22,Female,Single,"23,55,000",641,633000676386,Employed,3
CUST10329,Teja,Kumar,9971751342,tejakumar46@gmail.com,28,Female,Single,"11,16,000",802,450913399614,Employed,3
CUST10330,Sita,Yadav,6082394314,sitayadav88@gmail.com,31,Female,Married,"5,95,000",459,193366240571,Student,4
CUST10331,Ravi,Kumar,7958887886,ravikumar97@gmail.com,56,Female,Married,"4,44,000",437,559073593784,Student,0
CUST10332,Ravi,Reddy,8243483012,ravireddy78@gmail.com,50,Male,Married,"5,52,000",664,679399613511,Unemployed,2
CUST10333,Mounika,Naidu,8727459421,mounikanaidu45@gmail.com,33,Female,Single,"3,74,000",473,842548682737,Unemployed,1
CUST10334,Rajesh,Reddy,8556407595,rajeshreddy61@gmail.com,52,Female,Single,"5,84,000",603,553525116932,Unemployed,3
CUST10335,Ravi,Yadav,9733936997,raviyadav56@gmail.com,56,Female,Single,"29,82,000",604,627270104119,Unemployed,2
CUST10336,Teja,Goud,9133656378,tejagoud86@gmail.com,45,Female,Single,"8,53,000",442,803534540210,Retired,3
CUST10337,Divya,Reddy,6178049049,divyareddy80@gmail.com,39,Male,Married,"9,10,000",843,751256283789,Self-Employed,3
CUST10338,Lakshmi,Rao,7826392442,lakshmirao93@gmail.com,55,Female,Single,"7,57,000",709,472949128419,Employed,0
CUST10339,Divya,Patel,9617781768,divyapatel87@gmail.com,41,Female,Single,"26,23,000",660,943153290444,Student,3
CUST10340,Anusha,Patel,7270782542,anushapatel2@gmail.com,39,Male,Married,"14,15,000",704,805085099232,Self-Employed,2
CUST10341,Teja,Reddy,8054980097,tejareddy63@gmail.com,25,Female,Married,"28,85,000",794,210379682895,Self-Employed,0
CUST10342,Anusha,Goud,8048923006,anushagoud86@gmail.com,49,Male,Single,"5,33,000",597,660854811496,Retired,3
CUST10343,Lakshmi,Yadav,6565235517,lakshmiyadav47@gmail.com,30,Female,Married,"25,43,000",731,497572945971,Student,3
CUST10344,Lakshmi,Kumar,6218189011,lakshmikumar4@gmail.com,28,Male,Single,"20,81,000",700,108900449483,Unemployed,0
CUST10345,Venkatesh,Sharma,8180534310,venkateshsharma46@gmail.com,44,Female,Married,"13,06,000",442,365932256061,Employed,4
CUST10346,Sita,Sharma,8296504992,sitasharma4@gmail.com,58,Female,Single,"27,69,000",723,114222265015,Unemployed,2
CUST10347,Lakshmi,Goud,8047068491,lakshmigoud13@gmail.com,32,Male,Married,"7,53,000",430,144961476491,Student,4
CUST10348,Rajesh,Goud,9520256366,rajeshgoud41@gmail.com,57,Male,Married,"25,77,000",688,680687554047,Student,3
CUST10349,Sita,Dasari,9054111592,sitadasari75@gmail.com,51,Female,Married,"28,23,000",835,794606338071,Employed,3
CUST10350,Sita,Yadav,9013639917,sitayadav50@gmail.com,28,Male,Single,"20,15,000",362,995813948733,Unemployed,2
CUST10351,Anusha,Goud,7707215731,anushagoud36@gmail.com,35,Male,Married,"26,71,000",689,156049954522,Student,2
CUST10352,Mounika,Kumar,9151515416,mounikakumar71@gmail.com,21,Female,Single,"24,77,000",709,907610536134,Student,4
CUST10353,Lakshmi,Sharma,9976055915,lakshmisharma64@gmail.com,46,Female,Single,"30,74,000",421,719115230631,Student,0
CUST10354,Anusha,Dasari,9618255701,anushadasari26@gmail.com,26,Male,Single,"29,10,000",764,904065960265,Self-Employed,2
CUST10355,Venkatesh,Patel,6751783650,venkateshpatel89@gmail.com,30,Female,Married,"5,00,000",791,727448413451,Employed,1
CUST10356,Lakshmi,Dasari,9573890022,lakshmidasari10@gmail.com,34,Male,Single,"5,28,000",737,792424477475,Student,2
CUST10357,Divya,Rao,9500759764,divyarao50@gmail.com,24,Female,Single,"28,72,000",604,639926744335,Self-Employed,0
CUST10358,Divya,Patel,7829540717,divyapatel8@gmail.com,31,Female,Married,"3,68,000",652,543347901955,Unemployed,1
CUST10359,Mounika,Reddy,6388750418,mounikareddy57@gmail.com,44,Male,Married,"6,42,000",848,593295141648,Employed,3
CUST10360,Mounika,Patel,9833109079,mounikapatel53@gmail.com,53,Male,Married,"29,45,000",724,302486554163,Unemployed,3
CUST10361,Ravi,Patel,6617858770,ravipatel24@gmail.com,51,Male,Married,"10,16,000",668,448262176562,Unemployed,2
CUST10362,Teja,Reddy,8256549218,tejareddy78@gmail.com,46,Female,Married,"16,12,000",584,466869711884,Student,0
CUST10363,Divya,Yadav,6924449709,divyayadav13@gmail.com,22,Female,Single,"21,68,000",775,492112267393,Self-Employed,3
CUST10364,Anusha,Patel,7992436732,anushapatel67@gmail.com,41,Female,Single,"12,73,000",624,817457189876,Unemployed,3
CUST10365,Rajesh,Reddy,8024496749,rajeshreddy67@gmail.com,25,Female,Married,"13,89,000",688,624394021938,Student,2
CUST10366,Mounika,Reddy,8489927218,mounikareddy70@gmail.com,50,Male,Married,"20,35,000",637,613192282773,Unemployed,2
CUST10367,Sita,Dasari,8101237823,sitadasari39@gmail.com,37,Male,Married,"19,89,000",838,389573595644,Retired,0
CUST10368,Ravi,Sharma,7743309315,ravisharma3@gmail.com,22,Female,Married,"10,50,000",736,976622291381,Retired,0
CUST10369,Mounika,Sharma,9782147174,mounikasharma14@gmail.com,57,Female,Married,"2,51,000",335,912284004108,Student,2
CUST10370,Rajesh,Naidu,9389603974,rajeshnaidu15@gmail.com,30,Female,Single,"29,20,000",635,908701273288,Unemployed,2
CUST10371,Lakshmi,Babu,7979668101,lakshmibabu21@gmail.com,41,Female,Single,"25,00,000",670,392987203733,Retired,0
CUST10372,Venkatesh,Kumar,8528948574,venkateshkumar24@gmail.com,50,Female,Married,"15,03,000",665,155788795005,Retired,0
CUST10373,Ravi,Kumar,6322967859,ravikumar36@gmail.com,43,Female,Single,"24,33,000",794,310818259201,Self-Employed,3
CUST10374,Sita,Yadav,9141994444,sitayadav2@gmail.com,60,Female,Married,"20,29,000",441,911845325803,Retired,2
CUST10375,Rajesh,Rao,6805529193,rajeshrao94@gmail.com,23,Female,Single,"17,44,000",789,667990917485,Student,2
CUST10376,Kiran,Reddy,6191836585,kiranreddy33@gmail.com,43,Female,Single,"19,41,000",846,468560230814,Employed,1
CUST10377,Anusha,Babu,6848423055,anushababu43@gmail.com,23,Male,Single,"10,63,000",756,554502231264,Self-Employed,1
CUST10378,Sita,Yadav,8453592049,sitayadav91@gmail.com,41,Female,Married,"11,61,000",396,567860310637,Retired,0
CUST10379,Rajesh,Sharma,9933321635,rajeshsharma45@gmail.com,37,Female,Single,"21,34,000",314,534416497540,Self-Employed,1
CUST10380,Venkatesh,Dasari,9600535406,venkateshdasari36@gmail.com,59,Male,Married,"4,58,000",743,654369291949,Retired,2
CUST10381,Ravi,Babu,7324796472,ravibabu84@gmail.com,33,Female,Single,"4,14,000",677,184240070026,Unemployed,1
CUST10382,Lakshmi,Patel,6684862131,lakshmipatel79@gmail.com,30,Male,Single,"2,85,000",790,965156915674,Employed,3
CUST10383,Ravi,Dasari,8257662983,ravidasari5@gmail.com,59,Female,Married,"14,09,000",636,860037551900,Unemployed,0
CUST10384,Anusha,Patel,6955754811,anushapatel22@gmail.com,29,Male,Married,"10,32,000",836,786912654723,Unemployed,2
CUST10385,Ravi,Babu,6480706107,ravibabu30@gmail.com,51,Female,Single,"19,76,000",382,173506698461,Retired,0
CUST10386,Rajesh,Sharma,9150815639,rajeshsharma46@gmail.com,52,Female,Married,"19,34,000",724,678437948214,Retired,0
CUST10387,Kiran,Dasari,9461379259,kirandasari98@gmail.com,42,Male,Married,"25,78,000",633,998925347308,Unemployed,4
CUST10388,Anusha,Goud,7564989983,anushagoud85@gmail.com,41,Male,Married,"20,29,000",722,454531126387,Student,3
CUST10389,Mounika,Sharma,6747545843,mounikasharma43@gmail.com,50,Female,Married,"14,33,000",710,565430879198,Self-Employed,3
CUST10390,Kiran,Rao,8253687024,kiranrao14@gmail.com,47,Female,Single,"11,34,000",424,904462639927,Employed,2
CUST10391,Divya,Reddy,7703219741,divyareddy39@gmail.com,27,Female,Married,"22,93,000",583,560261561112,Employed,3
CUST10392,Venkatesh,Kumar,6508158090,venkateshkumar91@gmail.com,35,Male,Married,"5,02,000",685,618125347523,Retired,0
CUST10393,Kiran,Dasari,6751744536,kirandasari3@gmail.com,25,Male,Single,"13,83,000",615,820008770843,Unemployed,2
CUST10394,Rajesh,Patel,6035092291,rajeshpatel97@gmail.com,23,Female,Married,"20,39,000",692,632515160511,Student,1
CUST10395,Mounika,Dasari,8925189532,mounikadasari36@gmail.com,37,Male,Married,"10,08,000",737,205673094562,Self-Employed,4
CUST10396,Teja,Dasari,7849583162,tejadasari31@gmail.com,60,Female,Single,"21,04,000",815,604075603020,Employed,4
CUST10397,Anusha,Dasari,7835744617,anushadasari20@gmail.com,39,Female,Married,"5,42,000",641,216007734664,Student,1
CUST10398,Sita,Goud,8516768019,sitagoud93@gmail.com,25,Female,Single,"3,91,000",791,450121496865,Employed,0
CUST10399,Mounika,Sharma,6266609225,mounikasharma49@gmail.com,52,Female,Single,"30,27,000",408,226121010549,Retired,3
CUST10400,Anusha,Dasari,6830404507,anushadasari87@gmail.com,44,Female,Single,"25,98,000",727,770322063962,Self-Employed,1
CUST10401,Venkatesh,Sharma,9786714812,venkateshsharma34@gmail.com,46,Male,Married,"6,36,000",309,171322844916,Self-Employed,4
CUST10402,Rajesh,Rao,7008169655,rajeshrao26@gmail.com,42,Female,Single,"30,46,000",765,917690163057,Self-Employed,4
CUST10403,Divya,Naidu,8722983229,divyanaidu85@gmail.com,60,Female,Single,"4,33,000",818,619535001795,Employed,3
CUST10404,Rajesh,Patel,8092810067,rajeshpatel33@gmail.com,43,Male,Married,"25,91,000",782,138124542607,Employed,1
CUST10405,Rajesh,Reddy,8313370273,rajeshreddy67@gmail.com,28,Female,Single,"25,26,000",525,282522322596,Retired,4
CUST10406,Mounika,Yadav,6641050527,mounikayadav50@gmail.com,37,Female,Married,"17,64,000",310,134507385944,Retired,1
CUST10407,Rajesh,Babu,8801241732,rajeshbabu47@gmail.com,60,Female,Married,"5,63,000",670,558069620177,Student,2
CUST10408,Lakshmi,Reddy,9032372766,lakshmireddy17@gmail.com,39,Female,Married,"21,02,000",738,787651086523,Self-Employed,0
CUST10409,Divya,Kumar,7715883097,divyakumar13@gmail.com,41,Female,Married,"16,59,000",590,620681011338,Self-Employed,2
CUST10410,Divya,Sharma,7086643366,divyasharma12@gmail.com,41,Male,Single,"27,22,000",742,137266242855,Retired,3
CUST10411,Rajesh,Dasari,9550864192,rajeshdasari41@gmail.com,39,Female,Married,"25,81,000",731,208445151152,Student,3
CUST10412,Kiran,Kumar,7457819849,kirankumar40@gmail.com,60,Female,Married,"8,41,000",870,739959068844,Retired,2
CUST10413,Lakshmi,Yadav,7470991352,lakshmiyadav50@gmail.com,46,Female,Married,"21,71,000",670,293760715768,Self-Employed,2
CUST10414,Mounika,Reddy,8503402378,mounikareddy34@gmail.com,37,Female,Married,"5,85,000",784,260793700729,Self-Employed,0
CUST10415,Ravi,Naidu,6308113845,ravinaidu44@gmail.com,53,Female,Married,"25,54,000",821,695285139719,Employed,0
CUST10416,Mounika,Reddy,7558771755,mounikareddy5@gmail.com,26,Male,Single,"2,53,000",664,448308714676,Employed,4
CUST10417,Sita,Naidu,6967763872,sitanaidu28@gmail.com,45,Female,Single,"30,33,000",769,485477041691,Employed,1
CUST10418,Divya,Rao,6168116437,divyarao24@gmail.com,58,Male,Married,"2,75,000",791,304162647281,Employed,4
CUST10419,Sita,Kumar,9962911011,sitakumar29@gmail.com,52,Male,Married,"17,20,000",399,466384135805,Self-Employed,1
CUST10420,Lakshmi,Yadav,7841319673,lakshmiyadav41@gmail.com,42,Male,Married,"26,08,000",864,472651874025,Employed,1
CUST10421,Divya,Kumar,8397131932,divyakumar38@gmail.com,45,Female,Single,"5,73,000",662,288215466909,Student,0
CUST10422,Rajesh,Yadav,6152859014,rajeshyadav71@gmail.com,60,Female,Married,"14,98,000",809,316717760468,Employed,1
CUST10423,Ravi,Babu,9060427853,ravibabu14@gmail.com,56,Male,Single,"27,62,000",562,466444580708,Employed,4
CUST10424,Rajesh,Reddy,8050160719,rajeshreddy76@gmail.com,47,Male,Single,"29,78,000",542,650511188630,Unemployed,4
CUST10425,Mounika,Patel,6441137724,mounikapatel27@gmail.com,45,Male,Married,"27,59,000",834,424319476739,Student,1
CUST10426,Divya,Reddy,8524777812,divyareddy68@gmail.com,53,Male,Married,"20,82,000",759,272300733431,Employed,4
CUST10427,Kiran,Reddy,9949018162,kiranreddy3@gmail.com,55,Female,Married,"30,47,000",725,923893421519,Employed,4
CUST10428,Teja,Babu,7121627716,tejababu32@gmail.com,35,Male,Married,"12,84,000",613,863244444795,Student,3
CUST10429,Mounika,Rao,9117727700,mounikarao54@gmail.com,60,Male,Single,"20,95,000",609,616299854237,Unemployed,3
CUST10430,Rajesh,Dasari,7486733173,rajeshdasari49@gmail.com,51,Male,Married,"29,38,000",812,250422206996,Employed,2
CUST10431,Lakshmi,Patel,6182504277,lakshmipatel41@gmail.com,31,Female,Single,"23,11,000",793,105976709179,Employed,0
CUST10432,Teja,Babu,7796990744,tejababu33@gmail.com,50,Male,Married,"3,50,000",760,492990246698,Employed,2
CUST10433,Mounika,Goud,6216927537,mounikagoud5@gmail.com,58,Male,Single,"15,11,000",671,844163032509,Retired,3
CUST10434,Venkatesh,Dasari,9348423928,venkateshdasari16@gmail.com,40,Female,Married,"4,19,000",702,443457133721,Retired,4
CUST10435,Teja,Reddy,6487518299,tejareddy83@gmail.com,38,Female,Married,"24,26,000",578,534861804500,Student,0
CUST10436,Anusha,Patel,9319575909,anushapatel66@gmail.com,38,Male,Married,"19,45,000",764,408330577341,Employed,3
CUST10437,Teja,Goud,8640207585,tejagoud89@gmail.com,34,Male,Single,"14,45,000",870,282548877462,Employed,1
CUST10438,Venkatesh,Babu,7065456428,venkateshbabu14@gmail.com,24,Female,Married,"22,93,000",367,252640847477,Self-Employed,1
